id,set,start,endtime,startbidprice,initialbidprice,ref,category,product,description,mrp,base
267,27,2021-10-20 17:40:00 +0000 +0000,2021-10-20 18:40:00 +0000 +0000,1,1,780,Home Furnishing,Reversible Comforter,"Aurome Reversible Single bed Comforter -Star (Coffee and Tan, 200 GSM)",2499,2474
268,27,2021-10-20 17:40:00 +0000 +0000,2021-10-20 18:40:00 +0000 +0000,1,1,754,Home & Kitchen,Cortina Spandex 1 seater,Cortina Spandex & Polyester Fabric Super Stretchable One Seater Blue,2598,2572
269,27,2021-10-20 17:40:00 +0000 +0000,2021-10-20 18:40:00 +0000 +0000,1,1,1145,Apparel,Women's Sweatshirt,Gary Cooper Pack Of 3 Women's Fashion Sweatshirts-XL,2100,2079
270,28,2021-10-20 18:00:00 +0000 +0000,2021-10-20 19:00:00 +0000 +0000,1,1,312,Home Furnishing,Bedsheet Set,Aurome premium micro fibre double bedsheet + 2 pillow covers floral print,1499,1484
271,28,2021-10-20 18:00:00 +0000 +0000,2021-10-20 19:00:00 +0000 +0000,1,1,1148,Apparel,Printed T-Shirt set,GARY COOPER - Pack of 5 Message Print T-shirts Size- XL,1500,1485
272,28,2021-10-20 18:00:00 +0000 +0000,2021-10-20 19:00:00 +0000 +0000,1,1,742,Home & Kitchen,Cortina Spandex 1 seater,Cortina Spandex & Polyester Fabric Super Stretchable One Seater Black,2598,2572
273,28,2021-10-20 18:00:00 +0000 +0000,2021-10-20 19:00:00 +0000 +0000,1,1,321,Home Furnishing,Anti Skid Mat,"Aurome Anti-Skid Cotton Bath/Door Mat Set of 2(Size-51x80 cm, 43x62 cm)",1499,1484
274,28,2021-10-20 18:00:00 +0000 +0000,2021-10-20 19:00:00 +0000 +0000,1,1,1161,Kitchen,Container Set,Steelo 40 Pcs Storage Set Purple,2999,2969
275,28,2021-10-20 18:00:00 +0000 +0000,2021-10-20 19:00:00 +0000 +0000,1,1,704,Home & Kitchen,Cortina Spandex 2 seater,Cortina Spandex & PolyesterStretchable Two Seater Blue,2998,2968
276,28,2021-10-20 18:00:00 +0000 +0000,2021-10-20 19:00:00 +0000 +0000,1,1,1245,Home & Kitchen,Wall art,5Frames0270 bamboo frame,1999,1979
277,28,2021-10-20 18:00:00 +0000 +0000,2021-10-20 19:00:00 +0000 +0000,1,1,323,Home Furnishing,Anti Skid Mat,"Aurome Anti-Skid Cotton Bath/Door Mat Set of 2(Size-51x80 cm, 43x62 cm)",1499,1484
278,28,2021-10-20 18:00:00 +0000 +0000,2021-10-20 19:00:00 +0000 +0000,1,1,322,Home Furnishing,Anti Skid Mat,"Aurome Anti-Skid Cotton Bath/Door Mat Set of 2(Size-51x80 cm, 43x62 cm)",1499,1484
279,28,2021-10-20 18:00:00 +0000 +0000,2021-10-20 19:00:00 +0000 +0000,1,1,299,Apparel,Kurti and Palazzo Set,Curllie Swarnashree Collection Pick Any 1 Kurta & Palazzo Set Pink Size-S,1499,1484
280,29,2021-10-20 18:20:00 +0000 +0000,2021-10-20 19:20:00 +0000 +0000,1,1,1142,Home Furnishing,Curtain Set with rings,Aurome Window Curtain Set of 2[5x 4Ft] 3D Printed + Polyester Steel Rings,2199,2177
281,29,2021-10-20 18:20:00 +0000 +0000,2021-10-20 19:20:00 +0000 +0000,1,1,1256,Home & Kitchen,Wall art,5Frames0281 tree frame,1999,1979
282,29,2021-10-20 18:20:00 +0000 +0000,2021-10-20 19:20:00 +0000 +0000,1,1,436,Home & Kitchen,"Mop,Broom & Dustpan",Shopper52 Fully Automatic Hand Push Sweeper Mop Broom Dustpan Combination ,1999,1979
283,29,2021-10-20 18:20:00 +0000 +0000,2021-10-20 19:20:00 +0000 +0000,1,1,396,Home & Kitchen,Wall Clock 3DSticker Home,Shopper52 DIY3D Sticker Decor Wall Clock (Area: 35x35cm)- DIYM03    ,1999,1979
284,29,2021-10-20 18:20:00 +0000 +0000,2021-10-20 19:20:00 +0000 +0000,1,1,1146,Apparel,Women's Sweatshirt,Gary Cooper Pack Of 3 Women's Fashion Sweatshirts- XXL,2100,2079
285,29,2021-10-20 18:20:00 +0000 +0000,2021-10-20 19:20:00 +0000 +0000,1,1,1198,Home & Kitchen,Wall art,5Frames0214 ship frame,1999,1979
286,29,2021-10-20 18:20:00 +0000 +0000,2021-10-20 19:20:00 +0000 +0000,1,1,406,Home & Kitchen,Electric Sewing Machine,Shopper52 Portable Electric Mini Handheld Sewing Machine ,1499,1484
287,29,2021-10-20 18:20:00 +0000 +0000,2021-10-20 19:20:00 +0000 +0000,1,1,335,Electronics & Appliances,41 pcs Screwdriver Set,Multipurpose Magnetic Screwdriver Socket Set and Bit ToolKit -41 Pieces,1999,1979
288,29,2021-10-20 18:20:00 +0000 +0000,2021-10-20 19:20:00 +0000 +0000,1,1,1280,Home & Kitchen,Wall art,5Frames0310 peacock frame,1999,1979
289,29,2021-10-20 18:20:00 +0000 +0000,2021-10-20 19:20:00 +0000 +0000,1,1,1259,Home & Kitchen,Wall art,5Frames0284 bird on the tree frame,1999,1979
290,30,2021-10-20 18:40:00 +0000 +0000,2021-10-20 19:40:00 +0000 +0000,1,1,322,Electronics & Appliances,15pcs Screwdriver Bit Set,"15pcs Magnetic Toolkit for Home, Office, Car, Bike Screwdriver Bit Set",1999,1979
291,30,2021-10-20 18:40:00 +0000 +0000,2021-10-20 19:40:00 +0000 +0000,1,1,768,Electronics & Appliances,Body Massager,WALDON BODY MASSAGER(MN:PL-604B)    ,2999,2969
292,30,2021-10-20 18:40:00 +0000 +0000,2021-10-20 19:40:00 +0000 +0000,1,1,1135,Apparel,Kurta Set,Jaasvi Pretty Party Collection (Pack of 3 Kurtas)?Size-S,2397,2373
293,30,2021-10-20 18:40:00 +0000 +0000,2021-10-20 19:40:00 +0000 +0000,1,1,1199,Home & Kitchen,Wall art,5Frames0215 flower frame,1999,1979
294,30,2021-10-20 18:40:00 +0000 +0000,2021-10-20 19:40:00 +0000 +0000,1,1,1160,Kitchen,Handi Set with Lid Bowl,SNB Pick Any 1 - 20 Pcs Handi & Lid Bowl Set Blue,2999,2969
295,30,2021-10-20 18:40:00 +0000 +0000,2021-10-20 19:40:00 +0000 +0000,1,1,1191,Home & Kitchen,Wall art,5Frames0207 ship frame,1999,1979
296,30,2021-10-20 18:40:00 +0000 +0000,2021-10-20 19:40:00 +0000 +0000,1,1,1263,Home & Kitchen,Wall art,5Frames0288 birds sitting on the tree frame,1999,1979
297,30,2021-10-20 18:40:00 +0000 +0000,2021-10-20 19:40:00 +0000 +0000,1,1,1209,Home & Kitchen,Wall art,5Frames0225 waterfall frame,1999,1979
298,30,2021-10-20 18:40:00 +0000 +0000,2021-10-20 19:40:00 +0000 +0000,1,1,351,Home & Kitchen,9 in 1 Vegetable Cutter,9 in 1 Vegetable Cutter with Drain Wet Basket Kitchen Slicer,1999,1979
299,30,2021-10-20 18:40:00 +0000 +0000,2021-10-20 19:40:00 +0000 +0000,1,1,1240,Home & Kitchen,Wall art,5Frames0264 leaves frame,1999,1979
300,31,2021-10-20 19:00:00 +0000 +0000,2021-10-20 20:00:00 +0000 +0000,1,1,1146,Apparel,3 Dress Set,Curllie All Set to Dazzle - Pack of 3 Dresses-XL,1599,1583
301,31,2021-10-20 19:00:00 +0000 +0000,2021-10-20 20:00:00 +0000 +0000,1,1,360,Home & Kitchen,Multi Functional Pouch,"Multi Functional Pouch Cosmetic, Travel Handbag, Mp3, Phone, Book  Brown",1499,1484
302,31,2021-10-20 19:00:00 +0000 +0000,2021-10-20 20:00:00 +0000 +0000,1,1,1156,Apparel,Fancy Woolen Shrug,Woolkraft Pick Any 1 Fancy Woolen Shrug White-Free Size,2999,2969
303,31,2021-10-20 19:00:00 +0000 +0000,2021-10-20 20:00:00 +0000 +0000,1,1,1307,Apparel,Kurti and lower set,Pick any 1 Modern Kurta Yellow & Red Bottom set Size-XL,1799,1781
304,31,2021-10-20 19:00:00 +0000 +0000,2021-10-20 20:00:00 +0000 +0000,1,1,709,Home & Kitchen,Cortina Spandex 2 seater,Cortina Spandex & Polyester Stretchable Two Seater Green,2998,2968
305,31,2021-10-20 19:00:00 +0000 +0000,2021-10-20 20:00:00 +0000 +0000,1,1,469,Home & Kitchen,Travel Storage Bag,Shopper52 6pcs Packing Cubes Portable Travel Storage Organiser Black ,1499,1484
306,31,2021-10-20 19:00:00 +0000 +0000,2021-10-20 20:00:00 +0000 +0000,1,1,1085,Accessories,Hair Trimer- Waldon,HAIR TRIMER (BRAND :WALDON)    ,1699,1682
307,31,2021-10-20 19:00:00 +0000 +0000,2021-10-20 20:00:00 +0000 +0000,1,1,784,Home Furnishing,Reversible Comforter,"Aurome Reversible Single bed Comforter -Star & Stripe (Maroon, 200 GSM)",2499,2474
308,31,2021-10-20 19:00:00 +0000 +0000,2021-10-20 20:00:00 +0000 +0000,1,1,1125,Home Furnishing,Comforter Bedsheet Set,Aurome microfibre comforter + double bedsheet & 2 pillow covers-Circular,2999,2969
309,31,2021-10-20 19:00:00 +0000 +0000,2021-10-20 20:00:00 +0000 +0000,1,1,1168,Home & Kitchen,Wall art,5Frames0179 city frame,1999,1979
310,32,2021-10-20 19:20:00 +0000 +0000,2021-10-20 20:20:00 +0000 +0000,1,1,481,Home & Kitchen,Cubes Set with Travel Bag,"Shopper52 6pcs Packing Cubes Portable Organiser ,Water Resistant Blue   ",1499,1484
311,32,2021-10-20 19:20:00 +0000 +0000,2021-10-20 20:20:00 +0000 +0000,1,1,852,Home Furnishing,Queen Size Bedsheet Set,Microfiber (90 GSM) Queen Size Bedsheet + 2 Pillow Covers-Geomatric Maroon,1299,1286
312,32,2021-10-20 19:20:00 +0000 +0000,2021-10-20 20:20:00 +0000 +0000,1,1,378,Home & Kitchen,Insulated Lunch Bag,Canvas Protable Thermal Insulated Lunch Bag with Handle (Multi-25)    ,1499,1484
313,32,2021-10-20 19:20:00 +0000 +0000,2021-10-20 20:20:00 +0000 +0000,1,1,310,Electronics & Appliances,28 Pieces Screwdriver Set,Multipurpose 28 Pieces Screwdriver Bit Set with Solid Plastic Slotted Case,1499,1484
314,32,2021-10-20 19:20:00 +0000 +0000,2021-10-20 20:20:00 +0000 +0000,1,1,1273,Home & Kitchen,Wall art,5Frames0301 peacock frame,1999,1979
315,32,2021-10-20 19:20:00 +0000 +0000,2021-10-20 20:20:00 +0000 +0000,1,1,374,Home & Kitchen,Insulated Lunch Bag,Canvas Protable Thermal Insulated Lunch Bag for Travel (Multi-21)    ,1499,1484
316,32,2021-10-20 19:20:00 +0000 +0000,2021-10-20 20:20:00 +0000 +0000,1,1,848,Home Furnishing,Microfibre Bedsheet,Valito Microfibre 120 TC Bedsheet (Double_Pink),1399,1385
317,32,2021-10-20 19:20:00 +0000 +0000,2021-10-20 20:20:00 +0000 +0000,1,1,837,Footwear,Casual Mens Canvas Shoes,Desi motifs mens canvas shoes (pack of 3) size-7,1497,1482
318,32,2021-10-20 19:20:00 +0000 +0000,2021-10-20 20:20:00 +0000 +0000,1,1,1297,Apparel,Pink Saree,Agnisie - Pick Any 1 Glorious Collection  Pink,1800,1782
319,32,2021-10-20 19:20:00 +0000 +0000,2021-10-20 20:20:00 +0000 +0000,1,1,391,Home & Kitchen,Multipurpose Backpack,Shopper52 Multipurpose Lightweight Waterproof Backpack Green– TRBAGPACK    ,1499,1484
320,33,2021-10-20 19:40:00 +0000 +0000,2021-10-20 20:40:00 +0000 +0000,1,1,627,Home & Kitchen,Camping Bag,shopper52Travel Multicolour Single Thick Carry Bed Camping Bag    ,2999,2969
321,33,2021-10-20 19:40:00 +0000 +0000,2021-10-20 20:40:00 +0000 +0000,1,1,309,Home Furnishing,Bedsheet Set,Aurome premium micro fibre double bedsheet with 2 pillow covers-motif print,1499,1484
322,33,2021-10-20 19:40:00 +0000 +0000,2021-10-20 20:40:00 +0000 +0000,1,1,485,Home & Kitchen,Cubes Set with Travel Bag,Shopper52 6-Piece Packing Cubes Set Organizer Pouch Pink,1499,1484
323,33,2021-10-20 19:40:00 +0000 +0000,2021-10-20 20:40:00 +0000 +0000,1,1,764,Apparel,Black Saree,Pick Any One Half and Half Saree (Black),2499,2474
324,33,2021-10-20 19:40:00 +0000 +0000,2021-10-20 20:40:00 +0000 +0000,1,1,1265,Home & Kitchen,Wall art,5Frames0290 leaf in the river frame,1999,1979
325,33,2021-10-20 19:40:00 +0000 +0000,2021-10-20 20:40:00 +0000 +0000,1,1,1264,Home & Kitchen,Wall art,5Frames0289 parrot frame,1999,1979
326,33,2021-10-20 19:40:00 +0000 +0000,2021-10-20 20:40:00 +0000 +0000,1,1,314,Home Furnishing,Bedsheet Set,Aurome premium micro fibre double bedsheet + 2 pillow covers-floral print,1499,1484
327,33,2021-10-20 19:40:00 +0000 +0000,2021-10-20 20:40:00 +0000 +0000,1,1,1152,Home & Kitchen,Wall art,5Frames0161 spring frame,1999,1979
328,33,2021-10-20 19:40:00 +0000 +0000,2021-10-20 20:40:00 +0000 +0000,1,1,836,Footwear,Casual Mens Canvas Shoes,Desi motifs mens canvas shoes (pack of 3) size-6,1497,1482
329,33,2021-10-20 19:40:00 +0000 +0000,2021-10-20 20:40:00 +0000 +0000,1,1,475,Home & Kitchen,Cubes Set with Travel Bag,Shopper52 6pcs Packing Cubes Portable Storage Organiser Green ,1499,1484
330,34,2021-10-20 20:00:00 +0000 +0000,2021-10-20 21:00:00 +0000 +0000,1,1,1148,Apparel,Men's Sweatshirt,Gary Cooper Pack Of 3 Men's Sweatshirts-M,2100,2079
331,34,2021-10-20 20:00:00 +0000 +0000,2021-10-20 21:00:00 +0000 +0000,1,1,777,Home & Kitchen,Fruit Vegetable Strainer,Set of 2 Fruit Vegetable Basket Strainer with 7 Pc Kitchen Knife Set - ,1499,1484
332,34,2021-10-20 20:00:00 +0000 +0000,2021-10-20 21:00:00 +0000 +0000,1,1,478,Home & Kitchen,Cubes Set with Travel Bag,"Shopper52 6pcs Packing Cubes Portable Storage Organiser ,Water Resistant  ",1499,1484
333,34,2021-10-20 20:00:00 +0000 +0000,2021-10-20 21:00:00 +0000 +0000,1,1,437,Home & Kitchen,"Steaming, Heating  Device",2 In 1 Multifuctional Steaming Device Frying Boiling Roasting Heating    ,1999,1979
334,34,2021-10-20 20:00:00 +0000 +0000,2021-10-20 21:00:00 +0000 +0000,1,1,472,Home & Kitchen,Cubes Set with Travel Bag,Shopper52 6pcs Packing Cubes Portable Storage Organiser Brown ,1499,1484
335,34,2021-10-20 20:00:00 +0000 +0000,2021-10-20 21:00:00 +0000 +0000,1,1,299,Electronics & Appliances,Measuring Cup & Spoon Set,Shopper52 8 Piece Measuring Cup & Spoon Set - Multi Purpose Kitchen Tool,1499,1484
336,34,2021-10-20 20:00:00 +0000 +0000,2021-10-20 21:00:00 +0000 +0000,1,1,1159,Home & Kitchen,Wall art,5Frames0168 horse frame,1999,1979
337,34,2021-10-20 20:00:00 +0000 +0000,2021-10-20 21:00:00 +0000 +0000,1,1,705,Home & Kitchen,Cortina Spandex 2 seater,Cortina Spandex & Polyester Stretchable Two Seater Yellow,2998,2968
338,34,2021-10-20 20:00:00 +0000 +0000,2021-10-20 21:00:00 +0000 +0000,1,1,820,Accessories,Waldon Hair Clipper,Waldon Professional Hair Clipper WT,2499,2474
339,34,2021-10-20 20:00:00 +0000 +0000,2021-10-20 21:00:00 +0000 +0000,1,1,394,Home & Kitchen,Multipurpose Backpack,Shopper52 Multipurpose Travel Backpack Bag Sport Pink– TRBAGPACK    ,1499,1484
340,35,2021-10-20 20:20:00 +0000 +0000,2021-10-20 21:20:00 +0000 +0000,1,1,1150,Apparel,Men's Solid Polo T-Shirts,Gary Cooper Pack of 4 Men's Solid Polo T-Shirts Size-L,1500,1485
341,35,2021-10-20 20:20:00 +0000 +0000,2021-10-20 21:20:00 +0000 +0000,1,1,1231,Home & Kitchen,Wall art,5Frames0247 forest frame,1999,1979
342,35,2021-10-20 20:20:00 +0000 +0000,2021-10-20 21:20:00 +0000 +0000,1,1,1142,Apparel,Kurta and Stoll Set,Jaasvi Pack of 2 Woolen Kurtas & 2 Stolls-L,1599,1583
343,35,2021-10-20 20:20:00 +0000 +0000,2021-10-20 21:20:00 +0000 +0000,1,1,767,Electronics & Appliances,Body Massager,HANDHELD BODY MASSAGER (LY-662B)    ,2999,2969
344,35,2021-10-20 20:20:00 +0000 +0000,2021-10-20 21:20:00 +0000 +0000,1,1,623,Home & Kitchen,Screwdriver Kit Magnetic,Shopper 52 in 1 Screwdriver Magnetic Toolkit Precision Set,1499,1484
345,35,2021-10-20 20:20:00 +0000 +0000,2021-10-20 21:20:00 +0000 +0000,1,1,1283,Apparel,Casual Denims for Women,Uber Urban Set of 2 Casual Denims for Women Size-32,1998,1978
346,35,2021-10-20 20:20:00 +0000 +0000,2021-10-20 21:20:00 +0000 +0000,1,1,1226,Home & Kitchen,Wall art,5Frames0242 autumn frame,1999,1979
347,35,2021-10-20 20:20:00 +0000 +0000,2021-10-20 21:20:00 +0000 +0000,1,1,770,Home Furnishing,Double bed Comforter,"Aurome Micro fiber Double bed Comforter (Diamond shape, 120 GSM)",2499,2474
348,35,2021-10-20 20:20:00 +0000 +0000,2021-10-20 21:20:00 +0000 +0000,1,1,473,Home & Kitchen,Cubes Set with Travel Bag,Shopper52 6pcs Packing Cubes Portable Storage Organiser Brown   ,1499,1484
349,35,2021-10-20 20:20:00 +0000 +0000,2021-10-20 21:20:00 +0000 +0000,1,1,1134,Home Furnishing,Reversible Comforter,"Aurome Reversible Double bed Comforter  (Red and Pink ,200 GSM)",2999,2969
350,36,2021-10-20 20:40:00 +0000 +0000,2021-10-20 21:40:00 +0000 +0000,1,1,1118,Home Furnishing,Bedsheet Set,Bed Cover with Matching Bedsheet - Geometric,2999,2969
351,36,2021-10-20 20:40:00 +0000 +0000,2021-10-20 21:40:00 +0000 +0000,1,1,821,Home & Kitchen,Kneading Massager,Neck Back Shoulder Heat Pillow Deep Kneading Massager,1999,1979
352,36,2021-10-20 20:40:00 +0000 +0000,2021-10-20 21:40:00 +0000 +0000,1,1,476,Home & Kitchen,Cubes Set with Travel Bag,Shopper52 6pcs Packing Cubes Portable Storage Organiser Green ,1499,1484
353,36,2021-10-20 20:40:00 +0000 +0000,2021-10-20 21:40:00 +0000 +0000,1,1,1298,Apparel,Sweater Set,Jaasvi Pack of 3 Sweaters-L,1800,1782
354,36,2021-10-20 20:40:00 +0000 +0000,2021-10-20 21:40:00 +0000 +0000,1,1,372,Home & Kitchen,Insulated Lunch Bag,"Insulated Lunch Bag Sturdy Box Tote Picnic Carry Case For Men, Women, Kid",1499,1484
355,36,2021-10-20 20:40:00 +0000 +0000,2021-10-20 21:40:00 +0000 +0000,1,1,412,Home Furnishing,Anti Skid Bedside Runner,Aurome Anti-Skid Bedside Cotton Runner -Polka Print(2x5 feet),1999,1979
356,36,2021-10-20 20:40:00 +0000 +0000,2021-10-20 21:40:00 +0000 +0000,1,1,689,Home & Kitchen,Cortina Spandex 2 seater,Cortina Spandex & Polyester Fabric Super Stretchable Two Seater Multi,2998,2968
357,36,2021-10-20 20:40:00 +0000 +0000,2021-10-20 21:40:00 +0000 +0000,1,1,1267,Home & Kitchen,Wall art,5Frames0292 snow in the hand frame,1999,1979
358,36,2021-10-20 20:40:00 +0000 +0000,2021-10-20 21:40:00 +0000 +0000,1,1,416,Home & Kitchen,Electric Juicer Mixer,Plastic Mini USB Electric Juicer Blender Mixer (380 ml) - JUICE6    ,1999,1979
359,36,2021-10-20 20:40:00 +0000 +0000,2021-10-20 21:40:00 +0000 +0000,1,1,1175,Home & Kitchen,Wall art,5Frames0188 Krishna frame,1999,1979
360,37,2021-10-20 21:00:00 +0000 +0000,2021-10-20 22:00:00 +0000 +0000,1,1,301,Electronics & Appliances,Measuring Cup & Spoon Set,8 Piece Measuring Cup & Spoon Set for Baking with Spatula & Brush,1499,1484
361,37,2021-10-20 21:00:00 +0000 +0000,2021-10-20 22:00:00 +0000 +0000,1,1,1115,Home Furnishing,Sofa Cushion Cover Set,40 Pc Sofa + Deewan set - Brown,2999,2969
362,37,2021-10-20 21:00:00 +0000 +0000,2021-10-20 22:00:00 +0000 +0000,1,1,379,Home & Kitchen,Insulated Lunch Bag,Canvas Portable Thermal Insulated Lunch Bag Blue Circle (Multi-11)    ,1499,1484
363,37,2021-10-20 21:00:00 +0000 +0000,2021-10-20 22:00:00 +0000 +0000,1,1,724,Footwear,Women slip on Sandal,Pack of 3 Women's fashion slip on sandals SIZE - 4,2997,2967
364,37,2021-10-20 21:00:00 +0000 +0000,2021-10-20 22:00:00 +0000 +0000,1,1,1284,Footwear,Casual slip on Shoes,2 Printed comfort slip on shoes SIZE - 3,1998,1978
365,37,2021-10-20 21:00:00 +0000 +0000,2021-10-20 22:00:00 +0000 +0000,1,1,707,Home & Kitchen,Cortina Spandex 2 seater,Cortina Spandex & Polyester Stretchable Two Seater Black,2998,2968
366,37,2021-10-20 21:00:00 +0000 +0000,2021-10-20 22:00:00 +0000 +0000,1,1,1223,Home & Kitchen,Wall art,5Frames0239 leaves frame,1999,1979
367,37,2021-10-20 21:00:00 +0000 +0000,2021-10-20 22:00:00 +0000 +0000,1,1,1210,Home & Kitchen,Wall art,5Frames0226 mountain frame,1999,1979
368,37,2021-10-20 21:00:00 +0000 +0000,2021-10-20 22:00:00 +0000 +0000,1,1,1158,Home & Kitchen,Wall art,5Frames0167 leaf frame,1999,1979
369,37,2021-10-20 21:00:00 +0000 +0000,2021-10-20 22:00:00 +0000 +0000,1,1,347,Home & Kitchen,Screwdriver bit set,25pcs Multipurpose Screwdriver Socket Bit Set ,1499,1484
370,38,2021-10-20 21:20:00 +0000 +0000,2021-10-20 22:20:00 +0000 +0000,1,1,1120,Health Appliances,WALDON BODY MASSAGER,WALDON HANDHELD BODY MASSAGER,2999,2969
371,38,2021-10-20 21:20:00 +0000 +0000,2021-10-20 22:20:00 +0000 +0000,1,1,694,Home & Kitchen,Cortina Spandex 2 seater,Cortina Spandex & Polyester Fabric Super StretchableTwo Seater Multi,2998,2968
372,38,2021-10-20 21:20:00 +0000 +0000,2021-10-20 22:20:00 +0000 +0000,1,1,1167,Home & Kitchen,Wall art,5Frames0176 white flowers frame,1999,1979
373,38,2021-10-20 21:20:00 +0000 +0000,2021-10-20 22:20:00 +0000 +0000,1,1,5,Apparel,Kurti Dress,Pick any 1 Festive Ready Kurta dress Blue Size-XL,2000,1980
374,38,2021-10-20 21:20:00 +0000 +0000,2021-10-20 22:20:00 +0000 +0000,1,1,1144,Apparel,Woolen Elegance kurta,Woolkraft Pick Any 1 Woollen Elegance Kurta Navy Blue-Free Size,2999,2969
375,38,2021-10-20 21:20:00 +0000 +0000,2021-10-20 22:20:00 +0000 +0000,1,1,1119,Health Appliances,HANDHELD BODY MASSAGER,WALDON HANDHELD BODY MASSAGER,2999,2969
376,38,2021-10-20 21:20:00 +0000 +0000,2021-10-20 22:20:00 +0000 +0000,1,1,1158,Kitchen,Serving Handi Set,SNB Pick Any 1 - 20 Pcs Cook & Serve Handi Set Blue,2999,2969
377,38,2021-10-20 21:20:00 +0000 +0000,2021-10-20 22:20:00 +0000 +0000,1,1,1185,Home & Kitchen,Wall art,5Frames0200 river frame,1999,1979
378,38,2021-10-20 21:20:00 +0000 +0000,2021-10-20 22:20:00 +0000 +0000,1,1,760,Home Furnishing,Embroidered Bedsheet,Royal Roots- Pick any 1 embroidered Bedsheet-Elephant,2500,2475
379,38,2021-10-20 21:20:00 +0000 +0000,2021-10-20 22:20:00 +0000 +0000,1,1,726,Footwear,Women's ethnic wear pack,Pack of 3 Women's ethnic collection SIZE -3,2997,2967
380,39,2021-10-20 21:40:00 +0000 +0000,2021-10-20 22:40:00 +0000 +0000,1,1,1190,Home & Kitchen,Wall art,5Frames0206 ship frame,1999,1979
381,39,2021-10-20 21:40:00 +0000 +0000,2021-10-20 22:40:00 +0000 +0000,1,1,307,Electronics & Appliances,DIY Hot Melt Glue Gun,Hot Melt Glue Gun for DIY Craft and Decoration 40w with 6 Glue Stick Free,1299,1286
382,39,2021-10-20 21:40:00 +0000 +0000,2021-10-20 22:40:00 +0000 +0000,1,1,414,Home Furnishing,Anti Skid Bedside Runner,Aurome Anti-Skid Bedside Cotton Runner-Hexagon Print (2x5 feet),1999,1979
383,39,2021-10-20 21:40:00 +0000 +0000,2021-10-20 22:40:00 +0000 +0000,1,1,1253,Home & Kitchen,Wall art,5Frames0278 flower frame,1999,1979
384,39,2021-10-20 21:40:00 +0000 +0000,2021-10-20 22:40:00 +0000 +0000,1,1,620,Home & Kitchen,StainlessKnife Knives Set,StainlessKnife Knives Set with and Chopping Board) - CMHKNHNG3in1    ,1999,1979
385,39,2021-10-20 21:40:00 +0000 +0000,2021-10-20 22:40:00 +0000 +0000,1,1,409,Home Furnishing,Bedsheet Set,Set of 2 double bed warm bedsheet with 4 pillow covers,1999,1979
386,39,2021-10-20 21:40:00 +0000 +0000,2021-10-20 22:40:00 +0000 +0000,1,1,1207,Home & Kitchen,Wall art,5Frames0223 mountain frame,1999,1979
387,39,2021-10-20 21:40:00 +0000 +0000,2021-10-20 22:40:00 +0000 +0000,1,1,1146,Home & Kitchen,Wall art,5Frames0155 Sea frame,1999,1979
388,39,2021-10-20 21:40:00 +0000 +0000,2021-10-20 22:40:00 +0000 +0000,1,1,453,Home & Kitchen,Triple Paper Dispenser,Triple Paper Dispenser For Aluminium Foil And Kitchen Roll   ,1999,1979
389,39,2021-10-20 21:40:00 +0000 +0000,2021-10-20 22:40:00 +0000 +0000,1,1,1218,Home & Kitchen,Wall art,5Frames0234 sunset frame,1999,1979
390,40,2021-10-20 22:00:00 +0000 +0000,2021-10-20 23:00:00 +0000 +0000,1,1,302,Apparel,Kurti and Palazzo Set,Curllie Swarnashree Collection Kurta & Palazzo Set Navy Blue Size-L,1499,1484
391,40,2021-10-20 22:00:00 +0000 +0000,2021-10-20 23:00:00 +0000 +0000,1,1,750,Home & Kitchen,Cortina Spandex 1 seater,Cortina Spandex & Polyester Fabric Super Stretchable One Seater Green,2598,2572
392,40,2021-10-20 22:00:00 +0000 +0000,2021-10-20 23:00:00 +0000 +0000,1,1,1225,Home & Kitchen,Wall art,5Frames0241 autumn frame,1999,1979
393,40,2021-10-20 22:00:00 +0000 +0000,2021-10-20 23:00:00 +0000 +0000,1,1,993,Home & Kitchen,Electric Barbecue Grill,Electric Barbecue Grill Barbeque Grill - BBQ1    ,2999,2969
394,40,2021-10-20 22:00:00 +0000 +0000,2021-10-20 23:00:00 +0000 +0000,1,1,410,Home & Kitchen,Wall Clock 3D Sticker,"DIY Wall Clock 3D Sticker Home Office Decor (Covering Area:55*50cm)
 
  ",1999,1979
395,40,2021-10-20 22:00:00 +0000 +0000,2021-10-20 23:00:00 +0000 +0000,1,1,298,Electronics & Appliances,Magnetic Tool Kit," Multi Purpose 31 Pcs Pieces Metal Screwdriver Set and Magnetic Tool Kit ",2999,2969
396,40,2021-10-20 22:00:00 +0000 +0000,2021-10-20 23:00:00 +0000 +0000,1,1,442,Electronics & Appliances,Trimmer Shaver Set,Shopper52 Edwin Clark Rechargeable Cordless Men's Trimmer Shaver Set ,1999,1979
397,40,2021-10-20 22:00:00 +0000 +0000,2021-10-20 23:00:00 +0000 +0000,1,1,698,Home & Kitchen,Cortina Spandex 2 seater,Cortina Spandex & Polyester Stretchable Two Seater  Blue,2998,2968
398,40,2021-10-20 22:00:00 +0000 +0000,2021-10-20 23:00:00 +0000 +0000,1,1,3,Jewellery,Necklace Set,Touchstone Soaked in Traditions - (4 Necklace + Free 1 Pendant),2000,1980
399,40,2021-10-20 22:00:00 +0000 +0000,2021-10-20 23:00:00 +0000 +0000,1,1,1304,Apparel,Kurti and lower set,Pick any 1 Modern Kurta Green & Red Bottom set Size-L,1799,1781
