id,set,start,endtime,startbidprice,initialbidprice,ref,category,product,description,mrp,base
263,27,2021-10-20 10:18:00 +0000 +0000,2021-10-20 10:21:00 +0000 +0000,1,1,1359,Home & Kitchen,Key Holder,999Store Printed Parrots Keyholder (MDF_7.5X12 Inch_Multi) KeyholderP077,649,643
264,27,2021-10-20 10:18:00 +0000 +0000,2021-10-20 10:21:00 +0000 +0000,1,1,1399,Home & Kitchen,Key Holder,999Store Printed Drop Keys Hers Printed Keyholder (MDF_7.5X12 Inch_Multi),649,643
265,27,2021-10-20 10:18:00 +0000 +0000,2021-10-20 10:21:00 +0000 +0000,1,1,1094,Electronics & Appliances,Hot & cool,HOT & COOL (TRANSPARENT)    ,680,673
266,27,2021-10-20 10:18:00 +0000 +0000,2021-10-20 10:21:00 +0000 +0000,1,1,1316,Home & Kitchen,Key Holder,999Store Printed Rajasthani Tauji Keyholder (MDF_7.5X12 Inch_Multi)P034,649,643
267,27,2021-10-20 10:18:00 +0000 +0000,2021-10-20 10:21:00 +0000 +0000,1,1,1125,Grocery,Sangsara Build,Sangsara Build by Dr. Odin Ayurvedic Capsules,999,989
268,27,2021-10-20 10:18:00 +0000 +0000,2021-10-20 10:21:00 +0000 +0000,1,1,1322,Home & Kitchen,Key Holder,999Store Printed Dercorative Elephant Keyholder (MDF_7.5X12 Inch_Multi)P040,649,643
269,27,2021-10-20 10:18:00 +0000 +0000,2021-10-20 10:21:00 +0000 +0000,1,1,1098,Grocery,Sangsara Brain,Sangsara Brain by Dr. Odin Ayurvedic Capsules,999,989
270,28,2021-10-20 10:21:00 +0000 +0000,2021-10-20 10:24:00 +0000 +0000,1,1,1337,Home & Kitchen,Key Holder,999Store Printed Buddha Keyholder (MDF_7.5X12 Inch_Multi) KeyholderP055,649,643
271,28,2021-10-20 10:21:00 +0000 +0000,2021-10-20 10:24:00 +0000 +0000,1,1,1357,Home & Kitchen,Key Holder,999Store Printed Indian Woman Face Keyholder (MDF_7.5X12 Inch_Multi)P075,649,643
272,28,2021-10-20 10:21:00 +0000 +0000,2021-10-20 10:24:00 +0000 +0000,1,1,1395,Home & Kitchen,Key Holder,999Store Printed Auto Keyholder (MDF_7.5X12 Inch_Multi) KeyholderP113,649,643
273,28,2021-10-20 10:21:00 +0000 +0000,2021-10-20 10:24:00 +0000 +0000,1,1,1355,Home & Kitchen,Key Holder,999Store Printed Padharo Mharae Desh Keyholder (MDF_7.5X12 Inch_Multi)P073,649,643
274,28,2021-10-20 10:21:00 +0000 +0000,2021-10-20 10:24:00 +0000 +0000,1,1,1363,Home & Kitchen,Key Holder,999Store Printed Decorative Elephant Keyholder( MDF_7.5X12 Inch_Multi)P081,649,643
275,28,2021-10-20 10:21:00 +0000 +0000,2021-10-20 10:24:00 +0000 +0000,1,1,1427,Home & Kitchen,Key Holder,999Store Printed Hang Your Keys Here Keyholder (MDF_7.5X12 Inch_Multi),649,643
276,28,2021-10-20 10:21:00 +0000 +0000,2021-10-20 10:24:00 +0000 +0000,1,1,1304,Home & Kitchen,Key Holder,Minions Cartoon Keyholder (MDF_7.5X12 Inch_Multi),649,643
277,28,2021-10-20 10:21:00 +0000 +0000,2021-10-20 10:24:00 +0000 +0000,1,1,452,Home & Kitchen,Shampoo Soap Dispenser,Shopper52 500Ml Portable Suction Single Mounted Shampoo Soap Gel Dispenser ,999,989
278,28,2021-10-20 10:21:00 +0000 +0000,2021-10-20 10:24:00 +0000 +0000,1,1,1285,Home & Kitchen,Key Holder,Store Printed Hand Namaskar Keyholder (MDF_7.5X12 Inch_Multi) KeyholderP003,649,643
279,28,2021-10-20 10:21:00 +0000 +0000,2021-10-20 10:24:00 +0000 +0000,1,1,1349,Home & Kitchen,Key Holder,999Store Hosla Ho To Mushkile Kya Hai Keyholder (MDF_7.5X12 Inch_Multi)P067,649,643
280,29,2021-10-20 10:24:00 +0000 +0000,2021-10-20 10:27:00 +0000 +0000,1,1,1292,Home & Kitchen,Key Holder,999Store Printed Deer Face Keyholder (MDF_7.5X12 Inch_Multi) KeyholderP010,649,643
281,29,2021-10-20 10:24:00 +0000 +0000,2021-10-20 10:27:00 +0000 +0000,1,1,516,Home & Kitchen,Sangsara Men    ,Sangsara Men    ,999,989
282,29,2021-10-20 10:24:00 +0000 +0000,2021-10-20 10:27:00 +0000 +0000,1,1,1407,Home & Kitchen,Key Holder,999Store Printed Lion Love Face Images Keyholder (MDF_7.5X12 Inch_Multi),649,643
283,29,2021-10-20 10:24:00 +0000 +0000,2021-10-20 10:27:00 +0000 +0000,1,1,1353,Home & Kitchen,Key Holder,999Store Printed Work On your Dreams Keyholder (MDF_7.5X12 Inch_Multi)P071,649,643
284,29,2021-10-20 10:24:00 +0000 +0000,2021-10-20 10:27:00 +0000 +0000,1,1,1116,Accessories,Laundry Bag,Aurome Premium Laundry Bags for dirty clothes and storage needs,699,692
285,29,2021-10-20 10:24:00 +0000 +0000,2021-10-20 10:27:00 +0000 +0000,1,1,1120,Accessories,Premium Laundry Bags,Aurome Premium Laundry Bags for dirty clothes and storage needs,699,692
286,29,2021-10-20 10:24:00 +0000 +0000,2021-10-20 10:27:00 +0000 +0000,1,1,454,Home & Kitchen,Sangsara Hair,Sangsara Hair    ,999,989
287,29,2021-10-20 10:24:00 +0000 +0000,2021-10-20 10:27:00 +0000 +0000,1,1,1095,Health Appliances,Alcohol prep Pads,Sterile alcohol prep pads with 70% Isopropyl alcohol,325,322
288,29,2021-10-20 10:24:00 +0000 +0000,2021-10-20 10:27:00 +0000 +0000,1,1,1113,Grocery,Sangsara Giloy (1x60),Sangsara Giloy by Dr. Odin Ayurvedic Capsules,799,791
289,29,2021-10-20 10:24:00 +0000 +0000,2021-10-20 10:27:00 +0000 +0000,1,1,774,Home & Kitchen,Sangsara brahmi,Sangsara Brahmi (1x60)    ,799,791
290,30,2021-10-20 10:27:00 +0000 +0000,2021-10-20 10:30:00 +0000 +0000,1,1,1127,Accessories,Premium Laundry Bags,Aurome Premium Laundry Bags for dirty clothes and storage needs,699,692
291,30,2021-10-20 10:27:00 +0000 +0000,2021-10-20 10:30:00 +0000 +0000,1,1,1410,Home & Kitchen,Key Holder,999Store Printed Black Gorila Mask Keyholder (MDF_7.5X12 Inch_Multi),649,643
292,30,2021-10-20 10:27:00 +0000 +0000,2021-10-20 10:30:00 +0000 +0000,1,1,1365,Home & Kitchen,Key Holder,999Store Printed Black Jaguar Keyholder (MDF_7.5X12 Inch_Multi)P083,649,643
293,30,2021-10-20 10:27:00 +0000 +0000,2021-10-20 10:30:00 +0000 +0000,1,1,353,Home & Kitchen,Screw Extractor 4 Piece,Speed Out Damaged Screw Extractor 4 Piece Set For Any Size Screw OR Bolt,999,989
294,30,2021-10-20 10:27:00 +0000 +0000,2021-10-20 10:30:00 +0000 +0000,1,1,761,Home & Kitchen,Sangsara Arjuna (1x60),Sangsara Arjuna (1x60)    ,799,791
295,30,2021-10-20 10:27:00 +0000 +0000,2021-10-20 10:30:00 +0000 +0000,1,1,1460,Accessories,Premium Laundry Bags,Aurome Premium Laundry Bags for dirty clothes and storage needs,799,791
296,30,2021-10-20 10:27:00 +0000 +0000,2021-10-20 10:30:00 +0000 +0000,1,1,1364,Home & Kitchen,Key Holder,999Store Printed Decorative Camel Keyholder( MDF_7.5X12 Inch_Multi)P082,649,643
297,30,2021-10-20 10:27:00 +0000 +0000,2021-10-20 10:30:00 +0000 +0000,1,1,1117,Grocery,Sangsara Arjuna (1x60),Sangsara Arjuna by Dr. Odin Ayurvedic Capsules,799,791
298,30,2021-10-20 10:27:00 +0000 +0000,2021-10-20 10:30:00 +0000 +0000,1,1,1295,Home & Kitchen,Key Holder,Printed Chill man drinking Coconut Water Keyholder ( MDF_7.5X12 Inch_Multi),649,643
299,30,2021-10-20 10:27:00 +0000 +0000,2021-10-20 10:30:00 +0000 +0000,1,1,1424,Home & Kitchen,Key Holder,999Store Printed Good Vibes Only Keyholder (MDF_7.5X12 Inch_Multi),649,643
300,31,2021-10-20 10:30:00 +0000 +0000,2021-10-20 10:33:00 +0000 +0000,1,1,1385,Home & Kitchen,Key Holder,999Store Printed Elephant Face Keyholder (MDF_7.5X12 Inch_Multi),649,643
301,31,2021-10-20 10:30:00 +0000 +0000,2021-10-20 10:33:00 +0000 +0000,1,1,1126,Accessories,Premium Laundry Bags,Aurome Premium Laundry Bags for dirty clothes and storage needs,699,692
302,31,2021-10-20 10:30:00 +0000 +0000,2021-10-20 10:33:00 +0000 +0000,1,1,447,Home & Kitchen,Sangsara Gastro,Sangsara Gastro    ,999,989
303,31,2021-10-20 10:30:00 +0000 +0000,2021-10-20 10:33:00 +0000 +0000,1,1,1358,Home & Kitchen,Key Holder,999Store Printed Owl Keyholder (MDF_7.5X12 Inch_Multi) KeyholderP076,649,643
304,31,2021-10-20 10:30:00 +0000 +0000,2021-10-20 10:33:00 +0000 +0000,1,1,1344,Home & Kitchen,Key Holder,999Store Printed Decorative Ganesha Keyholder (MDF_7.5X12 Inch_Multi)P062,649,643
305,31,2021-10-20 10:30:00 +0000 +0000,2021-10-20 10:33:00 +0000 +0000,1,1,1387,Home & Kitchen,Key Holder,999Store Printed Parashoot Keyholder (MDF_7.5X12 Inch_Multi),649,643
306,31,2021-10-20 10:30:00 +0000 +0000,2021-10-20 10:33:00 +0000 +0000,1,1,441,Electronics & Appliances,Alcohol prep Pads    ,Alcohol prep Pads    ,325,322
307,31,2021-10-20 10:30:00 +0000 +0000,2021-10-20 10:33:00 +0000 +0000,1,1,1445,Electronics & Appliances,Health Essential Kit,Chest expender,499,494
308,31,2021-10-20 10:30:00 +0000 +0000,2021-10-20 10:33:00 +0000 +0000,1,1,328,Electronics & Appliances,Trip Grip Carry Bags,Trip Grip Handle Carry Multiple Bags Without Hand Strain Locking Holder,999,989
309,31,2021-10-20 10:30:00 +0000 +0000,2021-10-20 10:33:00 +0000 +0000,1,1,1466,Accessories,Premium Laundry Bags,Aurome Premium Laundry Bags for dirty clothes and storage needs,799,791
310,32,2021-10-20 10:33:00 +0000 +0000,2021-10-20 10:36:00 +0000 +0000,1,1,1346,Home & Kitchen,Key Holder,999Store Printed Drop Keys Here Keyholder ( MDF_7.5X12 Inch_Multi)P064,649,643
