id,set,start,endtime,startbidprice,initialbidprice,ref,category,product,description,mrp,base
453,46,2021-10-27 21:00:00 +0000 +0000,2021-10-28 09:00:00 +0000 +0000,1,1,628,Electronics & Appliances,SMART WALKING STICK    ,SMART - FOLDABLE WALKING STICK    ,4700,4653
454,46,2021-10-27 21:00:00 +0000 +0000,2021-10-28 09:00:00 +0000 +0000,1,1,626,Electronics & Appliances,WAND MASSAGER PURPLE,WAND MASSAGER PURPLE (WALDON)    ,3000,2970
455,46,2021-10-27 21:00:00 +0000 +0000,2021-10-28 09:00:00 +0000 +0000,1,1,858,Apparel,Men Solid Leather Jacket,Leather Retail® Mens Solid Faux Leather Jacket M Black,3999,3959
456,46,2021-10-27 21:00:00 +0000 +0000,2021-10-28 09:00:00 +0000 +0000,1,1,564,Apparel,Men's Leather®Jacket,Leather Retail® Mens Solid Faux Leather Jacket XXL Brown,3999,3959
457,46,2021-10-27 21:00:00 +0000 +0000,2021-10-28 09:00:00 +0000 +0000,1,1,676,Home & Kitchen,Cortina Spandex 3 seater,Cortina Spandex & Polyester Fabric Super Stretchable Three Seater Blue,3398,3364
458,46,2021-10-27 21:00:00 +0000 +0000,2021-10-28 09:00:00 +0000 +0000,1,1,557,Apparel,Men's Leather®Jacket,Leather Retail® Mens Solid Faux Leather Jacket XXL Black,3999,3959
459,46,2021-10-27 21:00:00 +0000 +0000,2021-10-28 09:00:00 +0000 +0000,1,1,793,Apparel,Mens Solid Leather Jacket,Leather Retail® Mens Solid Faux Leather Jacket M Brown,3999,3959
460,47,2021-10-28 01:00:00 +0000 +0000,2021-10-28 13:00:00 +0000 +0000,1,1,943,Apparel,Women's Leather Jacket,Leather Retail® Women's Solid Faux Leather Jacket L Pink,3999,3959
461,47,2021-10-28 01:00:00 +0000 +0000,2021-10-28 13:00:00 +0000 +0000,1,1,887,Apparel,Men Solid Leather Jacket,Leather Retail® Mens Solid Faux Leather Jacket L Black,3999,3959
462,47,2021-10-28 01:00:00 +0000 +0000,2021-10-28 13:00:00 +0000 +0000,1,1,919,Apparel,Women's Leather Jacket,Leather Retail® Women's Solid Faux Leather Jacket XS Blue,3999,3959
463,47,2021-10-28 01:00:00 +0000 +0000,2021-10-28 13:00:00 +0000 +0000,1,1,823,Home & Kitchen,Electric Drill Machine,48 in 1 wrench spanner set with 10mm 13PC powerful electric drill machine,3999,3959
464,47,2021-10-28 01:00:00 +0000 +0000,2021-10-28 13:00:00 +0000 +0000,1,1,931,Apparel,Women's Leather Jacket,Leather Retail® Women's Solid Faux Leather Jacket XXL Black,3999,3959
465,47,2021-10-28 01:00:00 +0000 +0000,2021-10-28 13:00:00 +0000 +0000,1,1,852,Apparel,Mens Solid Leather Jacket,Leather Retail® Mens Solid Faux Leather Jacket L Blue,3999,3959
466,47,2021-10-28 01:00:00 +0000 +0000,2021-10-28 13:00:00 +0000 +0000,1,1,563,Apparel,Men's Leather®Jacket,Leather Retail® Mens Solid Faux Leather Jacket XL Brown,3999,3959
467,47,2021-10-28 01:00:00 +0000 +0000,2021-10-28 13:00:00 +0000 +0000,1,1,971,Apparel,Women's Leather Jacket,Leather Retail® Women's Solid Faux Leather Jacket L Brown,3999,3959
468,47,2021-10-28 01:00:00 +0000 +0000,2021-10-28 13:00:00 +0000 +0000,1,1,1086,Apparel,Woolen kurta,Woolkraft Pick Any 1 Layered Woollen Kurta Maroon-Free Size,3499,3464
469,47,2021-10-28 01:00:00 +0000 +0000,2021-10-28 13:00:00 +0000 +0000,1,1,1015,Apparel,Women's Leather Jacket,Leather Retail® Women's Solid Faux Leather Jacket XL Pink,4999,4949
470,48,2021-10-28 05:00:00 +0000 +0000,2021-10-28 17:00:00 +0000 +0000,1,1,804,Apparel,Mens Solid Leather Jacket,Leather Retail® Mens Solid Faux Leather Jacket 3XL Coffee,3999,3959
471,48,2021-10-28 05:00:00 +0000 +0000,2021-10-28 17:00:00 +0000 +0000,1,1,525,Apparel,Mens leather Jacket,Leather Retail® Mens Solid Faux Leather Jacket S Black,3999,3959
472,48,2021-10-28 05:00:00 +0000 +0000,2021-10-28 17:00:00 +0000 +0000,1,1,811,Home & Kitchen,Drill Machine - 13 PC SET,Powerful Drill Machine with 13Pcs Drill Bit Set and 40 Pcs Screwdriver Set,3999,3959
473,48,2021-10-28 05:00:00 +0000 +0000,2021-10-28 17:00:00 +0000 +0000,1,1,1096,Apparel,Woolen kurta with jacket,Woolkraft Pick Any 1 Woolen Kurta With Printed Jacket Black-Free Size,3499,3464
474,48,2021-10-28 05:00:00 +0000 +0000,2021-10-28 17:00:00 +0000 +0000,1,1,539,Apparel,Men's Leather®Jacket,Leather Retail® Mens Solid Faux Leather Jacket S Black,3999,3959
475,48,2021-10-28 05:00:00 +0000 +0000,2021-10-28 17:00:00 +0000 +0000,1,1,424,Home & Kitchen,BBQ Grill & brush,Shopper52 Charcoal Barbeque Grill with Cooking Silicon Spatula & Brush    ,3499,3464
476,48,2021-10-28 05:00:00 +0000 +0000,2021-10-28 17:00:00 +0000 +0000,1,1,644,Home & Kitchen,Cortina Spandex 3 seater,Cortina Spandex & Polyester Fabric Super Stretchable Three Seater Grey,3398,3364
477,48,2021-10-28 05:00:00 +0000 +0000,2021-10-28 17:00:00 +0000 +0000,1,1,836,Home & Kitchen,"barbeque Grill, knife set","Charcoal Barbeque Grill, Cooking Silicon Spatula Brush and Knife Set    ",3499,3464
478,48,2021-10-28 05:00:00 +0000 +0000,2021-10-28 17:00:00 +0000 +0000,1,1,827,Home & Kitchen,Plastic Shoe Rack Storage,6 layer Plastic Sheet Cube Shoe Rack Storage  ,3999,3959
479,48,2021-10-28 05:00:00 +0000 +0000,2021-10-28 17:00:00 +0000 +0000,1,1,585,Apparel,Women's Leather® Jacket,Leather Retail® Women's Solid Faux Leather Jacket XXL Black,3999,3959
480,49,2021-10-28 09:00:00 +0000 +0000,2021-10-28 21:00:00 +0000 +0000,1,1,786,Apparel,Mens Solid Leather Jacket,Leather Retail® Mens Solid Faux Leather Jacket M Brown,3999,3959
481,49,2021-10-28 09:00:00 +0000 +0000,2021-10-28 21:00:00 +0000 +0000,1,1,815,Home & Kitchen,Electric Drill Machine,48 in 1 wrench spanner set with 10mm 13PC powerful electric drill machine,3999,3959
482,49,2021-10-28 09:00:00 +0000 +0000,2021-10-28 21:00:00 +0000 +0000,1,1,1138,Apparel,Women Dress with Shrug,Leyazo - Pack of 2 Dresses with Shrug Size-  L,3197,3165
483,49,2021-10-28 09:00:00 +0000 +0000,2021-10-28 21:00:00 +0000 +0000,1,1,1136,Accessories,HAIR GROOMING SET WALDON,Waldon with the 5 in 1 Grooming Kit,3299,3266
484,49,2021-10-28 09:00:00 +0000 +0000,2021-10-28 21:00:00 +0000 +0000,1,1,665,Home & Kitchen,Cortina Spandex 3 seater,Cortina Spandex & Polyester Fabric Super Stretchablle Three Seater Blue,3398,3364
485,49,2021-10-28 09:00:00 +0000 +0000,2021-10-28 21:00:00 +0000 +0000,1,1,845,Apparel,Mens Solid Leather Jacket,Leather Retail® Mens Solid Faux Leather Jacket L Black,3999,3959
486,49,2021-10-28 09:00:00 +0000 +0000,2021-10-28 21:00:00 +0000 +0000,1,1,1025,Apparel,Mens Solid Leather Jacket,Leather Retail® Mens Solid Faux Leather Jacket L Black,3999,3959
487,49,2021-10-28 09:00:00 +0000 +0000,2021-10-28 21:00:00 +0000 +0000,1,1,561,Apparel,Men's Leather®Jacket,Leather Retail® Mens Solid Faux Leather Jacket M Brown,3999,3959
488,49,2021-10-28 09:00:00 +0000 +0000,2021-10-28 21:00:00 +0000 +0000,1,1,981,Apparel,Women's Leather Jacket,Leather Retail® Women's Solid Faux Leather Jacket 3XL Cherry,3999,3959
489,49,2021-10-28 09:00:00 +0000 +0000,2021-10-28 21:00:00 +0000 +0000,1,1,663,Home & Kitchen,Cortina Spandex 3 seater,Cortina Spandex & Polyester Fabric Super Stretchable Three Seater Multi,3398,3364
490,50,2021-10-28 13:00:00 +0000 +0000,2021-10-29 01:00:00 +0000 +0000,1,1,829,Home & Kitchen,Electric Drill Machine,"Electric Drill Machine with 13Pcs Drill Bit Set, 18PC Screwdriver Set",3999,3959
491,50,2021-10-28 13:00:00 +0000 +0000,2021-10-29 01:00:00 +0000 +0000,1,1,780,Home & Kitchen,Camping Portable Tent,"Camping Tent Foldable for Picnic/Trekking - 2 People,1 Pcs Sleeping Bag",4999,4949
492,50,2021-10-28 13:00:00 +0000 +0000,2021-10-29 01:00:00 +0000 +0000,1,1,893,Apparel,Men Solid Leather Jacket,Leather Retail® Mens Solid Faux Leather Jacket M Blue,3999,3959
493,50,2021-10-28 13:00:00 +0000 +0000,2021-10-29 01:00:00 +0000 +0000,1,1,1010,Apparel,Women's Leather Jacket,Leather Retail® Women's Solid Faux Leather Jacket 3XL Cherry,4999,4949
494,50,2021-10-28 13:00:00 +0000 +0000,2021-10-29 01:00:00 +0000 +0000,1,1,1081,Home & Kitchen,Plastic shoerack-CUBESHRK,10 Door Plastic Sheet Shoe Rack - CUBESHRK (Black)  ,3999,3959
495,50,2021-10-28 13:00:00 +0000 +0000,2021-10-29 01:00:00 +0000 +0000,1,1,1002,Apparel,Women's Leather Jacket,Leather Retail® Women's Solid Faux Leather Jacket XXL Black,4999,4949
496,50,2021-10-28 13:00:00 +0000 +0000,2021-10-29 01:00:00 +0000 +0000,1,1,967,Apparel,Women's Leather Jacket,Leather Retail® Women's Solid Faux Leather Jacket 3XL Black,3999,3959
497,50,2021-10-28 13:00:00 +0000 +0000,2021-10-29 01:00:00 +0000 +0000,1,1,785,Apparel,Mens Solid Leather Jacket,Leather Retail® Mens Solid Faux Leather Jacket S Brown,3999,3959
498,50,2021-10-28 13:00:00 +0000 +0000,2021-10-29 01:00:00 +0000 +0000,1,1,781,Home & Kitchen,Drill Machine - 13 PC SET,Shoppers 52 13 piece powerful drill machine,3999,3959
499,50,2021-10-28 13:00:00 +0000 +0000,2021-10-29 01:00:00 +0000 +0000,1,1,581,Apparel,Women's Leather® Jacket,Leather Retail® Women's Solid Faux Leather Jacket S Black,3999,3959
500,51,2021-10-28 17:00:00 +0000 +0000,2021-10-29 05:00:00 +0000 +0000,1,1,867,Apparel,Men Solid Leather Jacket,Leather Retail® Mens Solid Faux Leather Jacket XL White,3999,3959
501,51,2021-10-28 17:00:00 +0000 +0000,2021-10-29 05:00:00 +0000 +0000,1,1,854,Apparel,Mens Solid Leather Jacket,Leather Retail® Mens Solid Faux Leather Jacket XXL Blue,3999,3959
502,51,2021-10-28 17:00:00 +0000 +0000,2021-10-29 05:00:00 +0000 +0000,1,1,1008,Apparel,Women's Leather Jacket,Leather Retail® Women's Solid Faux Leather Jacket XL Cherry,4999,4949
503,51,2021-10-28 17:00:00 +0000 +0000,2021-10-29 05:00:00 +0000 +0000,1,1,998,Apparel,Women's Leather Jacket,Leather Retail® Women's Solid Faux Leather Jacket S Black,4999,4949
504,51,2021-10-28 17:00:00 +0000 +0000,2021-10-29 05:00:00 +0000 +0000,1,1,955,Apparel,Women's Leather Jacket,Leather Retail® Women's Solid Faux Leather Jacket S Blue,3999,3959
505,51,2021-10-28 17:00:00 +0000 +0000,2021-10-29 05:00:00 +0000 +0000,1,1,497,Apparel,Mens leather Jacket,Leather Retail® Mens Solid Faux Leather Jacket 3XL Black,3999,3959
506,51,2021-10-28 17:00:00 +0000 +0000,2021-10-29 05:00:00 +0000 +0000,1,1,899,Apparel,Men Solid Leather Jacket,Leather Retail® Mens Solid Faux Leather Jacket S Cherry,3999,3959
507,51,2021-10-28 17:00:00 +0000 +0000,2021-10-29 05:00:00 +0000 +0000,1,1,1060,Apparel,Leather Jacket Cherry XS,Leather Retail® Women's Solid Faux Leather Jacket XS Pink,3999,3959
508,51,2021-10-28 17:00:00 +0000 +0000,2021-10-29 05:00:00 +0000 +0000,1,1,953,Apparel,Women's Leather Jacket,Leather Retail® Women's Solid Faux Leather Jacket 3XL Coffee,3999,3959
509,51,2021-10-28 17:00:00 +0000 +0000,2021-10-29 05:00:00 +0000 +0000,1,1,866,Apparel,Men Solid Leather Jacket,Leather Retail® Mens Solid Faux Leather Jacket L White,3999,3959
510,52,2021-10-28 21:00:00 +0000 +0000,2021-10-29 09:00:00 +0000 +0000,1,1,543,Apparel,Men's Leather®Jacket,Leather Retail® Mens Solid Faux Leather Jacket XXL Black,3999,3959
